chrom,promoter_start,promoter_end,structure_start,structure_end,score_or_strand
OX103944.1,31016687,31017687,31017177,31017207,.
OX103944.1,31121934,31123028,31122962,31122988,.
OX103944.1,31316958,31317958,31317773,31317800,.
OX103944.1,31453099,31454099,31453724,31453746,.
OX103944.1,31532517,31533517,31532491,31532518,.
OX103944.1,32495132,32496132,32495266,32495294,.
OX103944.1,32545318,32546318,32546218,32546238,.
OX103944.1,32658838,32659838,32659672,32659698,.
OX103944.1,32767453,32768453,32767607,32767623,.
OX103944.1,32931606,32932956,32932055,32932085,.
OX103944.1,32931606,32932956,32932361,32932394,.
OX103944.1,33877763,33879709,33878846,33878870,.
OX103944.1,34393334,34394334,34393670,34393698,.
OX103944.1,34508786,34509786,34509695,34509711,.
OX103944.1,34632983,34633983,34633644,34633674,.
OX103944.1,34833766,34834766,34834196,34834218,.
OX103944.1,34905148,34906148,34905503,34905529,.
OX103944.1,35386151,35387151,35386271,35386287,.
OX103944.1,35414601,35415739,35415104,35415122,.
OX103944.1,35435580,35436580,35435745,35435778,.
OX103944.1,35473284,35474284,35474251,35474267,.
OX103944.1,35789438,35790438,35789799,35789818,.
OX103944.1,35838207,35839207,35838332,35838366,.
OX103944.1,36307433,36308433,36307559,36307575,.
OX103944.1,36333889,36335171,36334643,36334663,.
OX103944.1,36460906,36461906,36461205,36461235,.
OX103944.1,36727466,36728466,36728026,36728052,.
OX103944.1,36896969,36898557,36897427,36897449,.
OX103944.1,37165026,37166026,37165719,37165737,.
OX103944.1,37385973,37386973,37385967,37385992,.
OX103944.1,37664609,37665609,37664941,37664974,.
OX103944.1,38208282,38209282,38208397,38208413,.
OX103944.1,38267118,38268118,38267814,38267843,.
OX103944.1,38310692,38311692,38311212,38311236,.
OX103944.1,38765898,38766898,38765962,38765982,.
OX103944.1,38820945,38821945,38821279,38821295,.
OX103944.1,39071349,39072349,39072170,39072197,.
OX103944.1,39106411,39107411,39107034,39107064,.
OX103944.1,39227774,39228774,39228203,39228221,.
OX103944.1,39482266,39483266,39482798,39482824,.
OX103944.1,39528521,39530027,39529547,39529565,.
OX103944.1,39747077,39748077,39747756,39747772,.
OX103944.1,40188413,40189413,40189203,40189238,.
OX103944.1,40519433,40520442,40520151,40520173,.
OX103944.1,40595884,40596884,40596482,40596500,.
OX103944.1,41272961,41273961,41272996,41273031,.
OX103944.1,41397786,41398786,41398528,41398546,.
OX103944.1,41670646,41671646,41671633,41671662,.
OX103944.1,41813395,41814395,41814363,41814389,.
OX103944.1,41928607,41929617,41928915,41928933,.
OX103944.1,42006601,42007601,42006982,42007010,.
OX103944.1,42043937,42045839,42044821,42044849,.
OX103944.1,43257549,43258549,43257885,43257913,.
OX103944.1,43265158,43266158,43265856,43265882,.
OX103944.1,43300286,43301286,43300879,43300912,.
OX103944.1,43498615,43499615,43499160,43499188,.
OX103944.1,43510826,43511826,43511083,43511112,.
OX103944.1,43563424,43564424,43563956,43563972,.
OX103944.1,43568242,43569242,43569101,43569117,.
OX103944.1,43656204,43657204,43656938,43656959,.
OX103944.1,43696686,43697686,43697538,43697564,.
OX103944.1,43696686,43697686,43697574,43697600,.
OX103944.1,43792251,43793251,43793002,43793018,.
OX103944.1,43798977,43799977,43799656,43799682,.
OX103944.1,44240381,44241381,44240868,44240884,.
OX103944.1,44619490,44620500,44620243,44620273,.
OX103944.1,44673736,44674736,44674207,44674256,.
OX103944.1,44816013,44817013,44816341,44816375,.
OX103944.1,44919380,44920380,44919952,44919976,.
OX103944.1,45036190,45037190,45036930,45036956,.
OX103945.1,117439,118439,117977,118003,.
OX103945.1,375248,376248,375279,375305,.
OX103945.1,375248,376248,375526,375554,.
OX103945.1,444134,445134,444561,444593,.
OX103945.1,469185,470185,470105,470131,.
OX103945.1,557467,558467,557964,557985,.
OX103945.1,1026372,1027372,1026733,1026759,.
OX103945.1,1029061,1030061,1029973,1029995,.
OX103945.1,1049202,1050202,1050132,1050148,.
OX103945.1,1079638,1080638,1079892,1079915,.
OX103945.1,1080882,1081882,1081757,1081780,.
OX103945.1,1627714,1628714,1628474,1628494,.
OX103945.1,1705102,1706251,1706000,1706036,.
OX103945.1,1886297,1887297,1887277,1887306,.
OX103945.1,2153030,2154030,2153773,2153800,.
OX103945.1,2277962,2278962,2278536,2278575,.
OX103945.1,2369461,2370461,2370294,2370317,.
OX103945.1,2391857,2392857,2391973,2391989,.
OX103945.1,2391857,2392857,2392356,2392376,.
OX103945.1,2402345,2403345,2403301,2403317,.
OX103945.1,2514427,2515427,2514488,2514518,.
OX103945.1,2604517,2605517,2604608,2604641,.
OX103945.1,2604517,2605517,2605085,2605111,.
OX103945.1,2671373,2672373,2671745,2671766,.
OX103945.1,2918204,2919204,2919122,2919150,.
OX103945.1,2959992,2960992,2960042,2960105,.
OX103945.1,2959992,2960992,2960681,2960713,.
OX103945.1,2986604,2987604,2986750,2986776,.
OX103945.1,2986604,2987604,2987392,2987408,.
OX103945.1,3034065,3036682,3034548,3034574,.
OX103945.1,3106494,3107494,3106472,3106498,.
OX103945.1,3146472,3147472,3146522,3146548,.
OX103945.1,3324815,3325815,3324839,3324865,.
OX103945.1,3354511,3355511,3355470,3355488,.
OX103945.1,3484227,3485227,3485194,3485214,.
OX103945.1,3562623,3563623,3563233,3563255,.
OX103945.1,3581984,3582984,3582191,3582210,.
OX103945.1,3786345,3787345,3786531,3786551,.
OX103945.1,3847145,3848145,3847177,3847193,.
OX103945.1,4200453,4201453,4200777,4200805,.
OX103945.1,4200453,4201453,4201238,4201256,.
OX103945.1,4208264,4209264,4208581,4208608,.
OX103945.1,4495243,4496243,4496110,4496140,.
OX103945.1,4599860,4600860,4599984,4600006,.
OX103945.1,4609210,4610210,4609290,4609306,.
OX103945.1,4642429,4643429,4642732,4642756,.
OX103945.1,4642429,4643429,4643099,4643124,.
OX103945.1,4719054,4720054,4719620,4719655,.
OX103945.1,4987587,4988587,4987904,4987937,.
OX103945.1,5479653,5480653,5480073,5480104,.
OX103945.1,5771465,5772465,5771975,5772008,.
OX103945.1,5926090,5927090,5926789,5926870,.
OX103945.1,6092877,6093877,6093730,6093753,.
OX103945.1,6361940,6362940,6362256,6362285,.
OX103945.1,6361940,6362940,6362876,6362909,.
OX103945.1,7644047,7645058,7644782,7644808,.
OX103945.1,7771443,7772545,7772477,7772503,.
OX103945.1,7913215,7914215,7913269,7913297,.
OX103945.1,7913215,7914215,7913730,7913748,.
OX103945.1,8162810,8163810,8162989,8163011,.
OX103945.1,8569183,8570183,8569628,8569653,.
OX103945.1,8569183,8570183,8569754,8569780,.
OX103945.1,8900499,8901499,8901081,8901111,.
OX103945.1,8903331,8904331,8903424,8903446,.
OX103945.1,9126757,9127757,9126972,9127003,.
OX103945.1,9132961,9133961,9133635,9133659,.
OX103945.1,9642987,9643987,9643260,9643286,.
OX103945.1,9796682,9797682,9796758,9796780,.
OX103945.1,9933477,9934477,9933888,9933914,.
OX103945.1,9951364,9952364,9952032,9952058,.
OX103945.1,10223391,10224391,10223722,10223748,.
OX103945.1,10223391,10224391,10223773,10223799,.
OX103945.1,10477407,10478407,10478327,10478343,.
OX103945.1,10675070,10676070,10675672,10675688,.
OX103945.1,10691138,10692138,10691459,10691483,.
OX103945.1,10841269,10842269,10841342,10841371,.
OX103945.1,10841269,10842269,10841379,10841399,.
OX103945.1,11863263,11864263,11863922,11863948,.
OX103945.1,12094621,12096158,12095353,12095384,.
OX103945.1,12386004,12387004,12386892,12386916,.
OX103945.1,12412194,12413194,12413163,12413191,.
OX103945.1,12489505,12490505,12489552,12489588,.
OX103945.1,13627986,13628986,13628622,13628646,.
OX103945.1,13995950,13996950,13996066,13996082,.
OX103945.1,14201749,14202749,14202738,14202760,.
OX103945.1,14692484,14693535,14693282,14693298,.
OX103945.1,14700448,14701646,14701598,14701633,.
OX103945.1,15040678,15041678,15041494,15041512,.
OX103945.1,15186662,15187683,15186671,15186697,.
OX103945.1,15239805,15240835,15240687,15240718,.
OX103945.1,15399929,15400929,15400441,15400465,.
OX103945.1,15518565,15519565,15519522,15519543,.
OX103945.1,15675214,15676214,15675452,15675483,.
OX103945.1,15810031,15811031,15810120,15810146,.
OX103945.1,15962065,15963065,15962623,15962647,.
OX103945.1,16349363,16350407,16350236,16350264,.
OX103945.1,16641550,16642550,16641565,16641585,.
OX103945.1,16948849,16949849,16949423,16949449,.
OX103945.1,17158936,17159936,17159366,17159392,.
OX103945.1,17232454,17233454,17232617,17232633,.
OX103945.1,18159771,18160771,18160437,18160455,.
OX103945.1,18215863,18216863,18216187,18216219,.
OX103945.1,18263451,18264451,18263565,18263591,.
OX103945.1,18740270,18741270,18740329,18740351,.
OX103945.1,19021630,19022630,19022459,19022485,.
OX103945.1,19243627,19244627,19243813,19243838,.
OX103945.1,19409720,19410721,19410471,19410491,.
OX103945.1,20288700,20289700,20289043,20289067,.
OX103945.1,20288700,20289700,20289465,20289494,.
OX103945.1,20288700,20289700,20289596,20289624,.
OX103945.1,21019971,21020971,21019950,21019981,.
OX103945.1,21663952,21664952,21664636,21664656,.
OX103945.1,22147618,22148618,22148302,22148333,.
OX103945.1,22256964,22257964,22257881,22257899,.
OX103945.1,22289675,22290675,22290283,22290310,.
OX103945.1,22590146,22591146,22590618,22590636,.
OX103945.1,22732604,22733604,22732641,22732671,.
OX103945.1,22751321,22752321,22751738,22751762,.
OX103945.1,22896564,22897564,22896857,22896885,.
OX103945.1,22900036,22901036,22900299,22900321,.
OX103945.1,22973927,22975260,22974523,22974553,.
OX103945.1,22973927,22975260,22975072,22975103,.
OX103945.1,22988482,22989489,22989005,22989025,.
OX103945.1,23178843,23179843,23179547,23179566,.
OX103945.1,23238271,23239271,23238523,23238545,.
OX103945.1,23267169,23268169,23267843,23267867,.
OX103945.1,23358109,23359109,23358829,23358851,.
OX103945.1,23447428,23448584,23448202,23448230,.
OX103945.1,23763261,23764261,23763389,23763409,.
OX103945.1,23853947,23854947,23854497,23854515,.
OX103945.1,24066516,24067516,24066559,24066575,.
OX103945.1,24188656,24189656,24189085,24189101,.
OX103945.1,24484507,24485507,24484815,24484843,.
OX103945.1,24484507,24485507,24485352,24485374,.
OX103945.1,24822492,24823492,24822754,24822780,.
OX103945.1,24907313,24908313,24908059,24908087,.
OX103945.1,25143535,25144535,25143525,25143544,.
OX103945.1,25217242,25218242,25217393,25217411,.
OX103945.1,25271339,25272339,25271607,25271623,.
OX103945.1,25406899,25407899,25407176,25407202,.
OX103945.1,25591152,25592152,25591299,25591315,.
OX103945.1,25898424,25899424,25899369,25899398,.
OX103945.1,26403901,26404901,26404449,26404471,.
OX103945.1,26437480,26439340,26438319,26438340,.
OX103945.1,26659918,26660924,26659906,26659932,.
OX103945.1,27018563,27019563,27019268,27019297,.
OX103945.1,27146190,27147190,27146299,27146326,.
OX103945.1,27974164,27975164,27974194,27974220,.
OX103945.1,28187598,28188598,28188234,28188250,.
OX103945.1,28318460,28319460,28318761,28318785,.
OX103945.1,28426370,28427370,28427134,28427160,.
OX103945.1,28505425,28506425,28505758,28505780,.
OX103945.1,28775911,28776911,28776902,28776924,.
OX103945.1,28789864,28790864,28789857,28789883,.
OX103945.1,28976011,28977011,28976477,28976497,.
OX103945.1,29100787,29101787,29101682,29101698,.
OX103945.1,29874006,29875006,29874872,29874900,.
OX103945.1,30248271,30249271,30249193,30249220,.
OX103945.1,30930813,30931813,30931712,30931745,.
OX103945.1,30930813,30931813,30931761,30931777,.
OX103945.1,31306824,31307824,31306991,31307019,.
OX103945.1,31497295,31498701,31498631,31498657,.
OX103945.1,31736657,31737657,31736821,31736850,.
OX103945.1,31736657,31737657,31737202,31737235,.
OX103945.1,31790997,31792806,31791366,31791392,.
OX103945.1,31812868,31813868,31813709,31813767,.
OX103945.1,32507463,32508463,32508436,32508464,.
OX103945.1,32521380,32522380,32521498,32521525,.
OX103945.1,33370242,33371981,33370495,33370521,.
OX103945.1,33401885,33402885,33402300,33402316,.
OX103945.1,33477341,33478341,33477552,33477578,.
OX103945.1,33666447,33667447,33667359,33667391,.
OX103945.1,33838295,33839295,33838637,33838657,.
OX103945.1,34551207,34552207,34552194,34552212,.
OX103945.1,34592703,34593703,34592691,34592715,.
OX103945.1,34592703,34593703,34593207,34593236,.
OX103945.1,34702780,34703978,34702777,34702804,.
OX103945.1,34835832,34836832,34836437,34836469,.
OX103945.1,34850295,34852197,34851506,34851522,.
OX103945.1,34915991,34916991,34916438,34916469,.
OX103945.1,34939051,34940051,34939062,34939086,.
OX103945.1,35481314,35482314,35481795,35481831,.
OX103945.1,35481314,35482314,35481939,35481972,.
OX103945.1,35481314,35482314,35481987,35482015,.
OX103945.1,35536884,35537884,35537426,35537448,.
OX103945.1,35597989,35598989,35598418,35598444,.
OX103945.1,36333645,36334645,36334140,36334166,.
OX103945.1,36607685,36608685,36607852,36607890,.
OX103945.1,36607685,36608685,36608387,36608418,.
OX103945.1,36957240,36958240,36957680,36957709,.
OX103945.1,37035326,37036326,37036186,37036214,.
OX103945.1,37100390,37101390,37100530,37100555,.
OX103945.1,37300998,37302901,37301456,37301482,.
OX103945.1,37391983,37392983,37392329,37392353,.
OX103945.1,37527860,37528860,37528147,37528163,.
OX103945.1,38378856,38379856,38379849,38379865,.
OX103945.1,38618638,38619638,38619335,38619351,.
OX103945.1,38991124,38992124,38991320,38991349,.
OX103945.1,39038391,39039391,39039149,39039170,.
OX103945.1,39082805,39083805,39082788,39082815,.
OX103945.1,39318500,39319595,39319118,39319150,.
OX103945.1,39491207,39492207,39491961,39492000,.
OX103945.1,39596269,39597269,39596824,39596844,.
OX103945.1,39613327,39614327,39613750,39613774,.
OX103945.1,39791846,39792846,39792478,39792504,.
OX103945.1,39800016,39801016,39800635,39800658,.
OX103945.1,39818491,39819491,39818805,39818823,.
OX103945.1,39818491,39819491,39819116,39819132,.
OX103945.1,39863540,39864540,39864114,39864136,.
OX103945.1,40363780,40366176,40365560,40365588,.
OX103945.1,40397512,40398665,40397848,40397874,.
OX103945.1,41386261,41387261,41386684,41386715,.
OX103945.1,41386261,41387261,41387079,41387104,.
OX103945.1,41431541,41432541,41432107,41432125,.
OX103945.1,41431541,41432541,41432360,41432383,.
OX103945.1,41445053,41446053,41445271,41445297,.
OX103945.1,41575617,41576617,41575839,41575859,.
OX103945.1,41592193,41593726,41592768,41592797,.
OX103945.1,41592193,41593726,41593155,41593237,.
OX103945.1,42397487,42399360,42398636,42398665,.
OX103945.1,42397487,42399360,42399053,42399077,.
OX103945.1,42470232,42471387,42470769,42470789,.
OX103945.1,42649084,42650084,42649416,42649434,.
OX103945.1,42765867,42766867,42766638,42766672,.
OX103945.1,43236508,43238260,43237432,43237460,.
OX103945.1,43236508,43238260,43237893,43237911,.
OX103945.1,43438790,43439790,43438860,43438888,.
OX103945.1,43673854,43674854,43674242,43674266,.
OX103945.1,44064240,44065240,44064287,44064319,.
OX103945.1,44077886,44078886,44078491,44078523,.
OX103945.1,44093648,44094648,44093821,44093837,.
OX103945.1,44094798,44095798,44095148,44095176,.
OX103945.1,44159640,44160640,44160108,44160135,.
OX103945.1,44459973,44460973,44459993,44460013,.
OX103945.1,44576285,44577285,44576273,44576290,.
OX103945.1,44576285,44577285,44577141,44577166,.
OX103945.1,45253992,45254992,45254433,45254451,.
OX103945.1,45339921,45340921,45340117,45340148,.
OX103945.1,45437170,45438170,45437719,45437739,.
OX103945.1,45601738,45602738,45602276,45602302,.
OX103945.1,45774672,45775672,45774943,45774976,.
OX103945.1,45833705,45834705,45833870,45833900,.
OX103945.1,45833705,45834705,45834427,45834471,.
OX103945.1,45879469,45880469,45880090,45880155,.
OX103945.1,46475909,46476937,46476640,46476660,.
OX103945.1,46687664,46688664,46688379,46688395,.
OX103945.1,46825800,46826800,46826408,46826436,.
OX103945.1,46934204,46935204,46934562,46934601,.
OX103945.1,47141352,47142352,47141801,47141820,.
OX103945.1,47141352,47142352,47141847,47141876,.
OX103945.1,47939847,47940847,47940783,47940814,.
OX103945.1,48244037,48245037,48244789,48244811,.
OX103945.1,48367350,48368350,48367455,48367475,.
OX103946.1,0,599,309,327,.
OX103946.1,55814,56814,56366,56385,.
OX103946.1,232662,233662,233459,233483,.
OX103946.1,276266,277416,276240,276271,.
OX103946.1,779821,780821,780381,780399,.
OX103946.1,784666,785666,785088,785114,.
OX103946.1,1137916,1139033,1138828,1138856,.
OX103946.1,1349597,1350597,1350099,1350119,.
OX103946.1,1503771,1504771,1504744,1504760,.
OX103946.1,1745032,1746963,1745076,1745105,.
OX103946.1,1778928,1779928,1778980,1779006,.
OX103946.1,1860775,1861775,1861525,1861563,.
OX103946.1,2029791,2030791,2030304,2030339,.
OX103946.1,2047907,2048907,2048509,2048539,.
OX103946.1,2047907,2048907,2047973,2048002,.
OX103946.1,2063670,2064670,2064434,2064454,.
OX103946.1,2117278,2118278,2117946,2117968,.
OX103946.1,2383416,2384416,2383450,2383490,.
OX103946.1,2396261,2397261,2396398,2396422,.
OX103946.1,2630759,2631906,2630995,2631019,.
OX103946.1,2771884,2772934,2772821,2772853,.
OX103946.1,2929559,2931142,2929990,2930059,.
OX103946.1,2929559,2931142,2930635,2930661,.
OX103946.1,3040883,3041883,3041371,3041409,.
OX103946.1,3040883,3041883,3041479,3041496,.
OX103946.1,3247763,3248763,3248337,3248368,.
OX103946.1,3480610,3481610,3481509,3481535,.
OX103946.1,3576911,3577911,3577593,3577619,.
OX103946.1,3632473,3633473,3632710,3632742,.
OX103946.1,3721450,3722450,3721604,3721644,.
OX103946.1,3721450,3722450,3721736,3721757,.
OX103946.1,3721450,3722450,3721808,3721875,.
OX103946.1,3741120,3742120,3741874,3741906,.
OX103946.1,3823838,3825788,3824370,3824394,.
OX103946.1,3823838,3825788,3824810,3824837,.
OX103946.1,4169672,4170672,4170478,4170506,.
OX103946.1,4372227,4373227,4372264,4372282,.
OX103946.1,5324083,5326078,5324317,5324350,.
OX103946.1,5510010,5511010,5510606,5510634,.
OX103946.1,5521042,5522042,5521655,5521680,.
OX103946.1,5659274,5660274,5659443,5659469,.
OX103946.1,5659274,5660274,5660091,5660124,.
OX103946.1,5914655,5915655,5915135,5915153,.
OX103946.1,5914655,5915655,5915580,5915607,.
OX103946.1,6179732,6180732,6179984,6180002,.
OX103946.1,6334231,6335231,6335003,6335029,.
OX103946.1,6885934,6887313,6886866,6886894,.
OX103946.1,7092075,7093075,7092736,7092782,.
OX103946.1,7771753,7772753,7772461,7772492,.
OX103946.1,7775416,7776416,7775426,7775444,.
OX103946.1,7784327,7785327,7784415,7784431,.
OX103946.1,8148134,8149134,8148679,8148697,.
OX103946.1,8320727,8322336,8321646,8321677,.
OX103946.1,8510823,8511823,8511331,8511357,.
OX103946.1,8571984,8572984,8572828,8572849,.
OX103946.1,8882726,8883726,8883089,8883113,.
OX103946.1,9104555,9105555,9105340,9105376,.
OX103946.1,9688450,9689450,9689243,9689259,.
OX103946.1,10002586,10003586,10003157,10003181,.
OX103946.1,10002586,10003586,10003438,10003462,.
OX103946.1,10002586,10003586,10003495,10003511,.
OX103946.1,10221412,10222412,10221499,10221532,.
OX103946.1,10221412,10222412,10221583,10221613,.
OX103946.1,10221412,10222412,10221641,10221676,.
OX103946.1,10501836,10502836,10502079,10502116,.
OX103946.1,10501836,10502836,10502394,10502412,.
OX103946.1,10501836,10502836,10502582,10502598,.
OX103946.1,10706933,10707933,10706938,10706993,.
OX103946.1,10776048,10777048,10776457,10776489,.
OX103946.1,10908257,10909456,10908241,10908267,.
OX103946.1,11006794,11007794,11007247,11007278,.
OX103946.1,11387782,11388782,11388247,11388280,.
OX103946.1,11428156,11429156,11428493,11428519,.
OX103946.1,11745314,11746314,11746133,11746152,.
OX103946.1,12000452,12001452,12001211,12001227,.
OX103946.1,12096487,12097487,12096594,12096628,.
OX103946.1,12306652,12307652,12307184,12307204,.
OX103946.1,12484062,12485062,12484873,12484903,.
OX103946.1,12484062,12485062,12484589,12484647,.
OX103946.1,12522830,12523830,12522955,12522984,.
OX103946.1,12522830,12523830,12523081,12523115,.
OX103946.1,12522830,12523830,12523485,12523513,.
OX103946.1,12875167,12876612,12876340,12876357,.
OX103946.1,12921233,12922233,12921655,12921673,.
OX103946.1,13000513,13001513,13000699,13000715,.
OX103946.1,13216473,13217473,13216467,13216496,.
OX103946.1,13280629,13281629,13281119,13281143,.
OX103946.1,13525443,13526443,13525504,13525543,.
OX103946.1,13694354,13695354,13694820,13694844,.
OX103946.1,13739483,13740483,13740192,13740216,.
OX103946.1,14231195,14232195,14231898,14231930,.
OX103946.1,14231195,14232195,14232144,14232164,.
OX103946.1,14560957,14561957,14561023,14561051,.
OX103946.1,14739529,14740529,14739818,14739874,.
OX103946.1,14739529,14740529,14740123,14740153,.
OX103946.1,14999035,15000035,14999250,14999283,.
OX103946.1,15118498,15119498,15118878,15118906,.
OX103946.1,15140374,15141374,15140930,15140963,.
OX103946.1,15626700,15628090,15627044,15627060,.
OX103946.1,16237439,16238439,16238314,16238334,.
OX103946.1,16259214,16260214,16259481,16259527,.
OX103946.1,16329923,16331744,16330784,16330826,.
OX103946.1,16921539,16922539,16922207,16922225,.
OX103946.1,16921539,16922539,16922367,16922383,.
OX103946.1,17337350,17338350,17338243,17338265,.
OX103946.1,17614251,17615251,17614599,17614628,.
OX103946.1,17614251,17615251,17614888,17614921,.
OX103946.1,17708552,17709572,17708631,17708658,.
OX103946.1,17993943,17994943,17994266,17994299,.
OX103946.1,17993943,17994943,17994326,17994346,.
OX103946.1,17996185,17997185,17996778,17996806,.
OX103946.1,18056878,18057878,18057516,18057544,.
OX103946.1,18140390,18141390,18141343,18141374,.
OX103946.1,18201473,18202473,18201649,18201681,.
OX103946.1,18625410,18626410,18625823,18625853,.
OX103946.1,18625410,18626410,18625883,18625912,.
OX103946.1,18625410,18626410,18626133,18626159,.
OX103946.1,18835181,18836181,18835752,18835774,.
OX103946.1,18907618,18908618,18908234,18908262,.
OX103946.1,18946036,18947036,18946754,18946770,.
OX103946.1,19172666,19173666,19172841,19172863,.
OX103946.1,19621083,19622083,19621342,19621373,.
OX103946.1,19621083,19622083,19621528,19621560,.
OX103946.1,19903712,19904712,19903852,19903876,.
OX103946.1,20424753,20425753,20425260,20425278,.
OX103946.1,20631711,20632711,20632223,20632247,.
OX103946.1,21056678,21057678,21057391,21057417,.
OX103946.1,21056678,21057678,21057470,21057486,.
OX103946.1,21680115,21681115,21680129,21680155,.
OX103946.1,21680115,21681115,21680242,21680264,.
OX103946.1,21729356,21730356,21729713,21729737,.
OX103946.1,21776306,21777306,21777096,21777125,.
OX103947.1,171363,172363,172061,172089,.
OX103947.1,279939,280939,280458,280485,.
OX103947.1,362563,363563,363318,363349,.
OX103947.1,429083,430083,429246,429275,.
OX103947.1,614977,615977,615257,615279,.
OX103947.1,665649,666649,666346,666373,.
OX103947.1,1439987,1440987,1439988,1440004,.
OX103947.1,2096380,2097380,2096375,2096406,.
OX103947.1,2208848,2209848,2209438,2209461,.
OX103947.1,2812345,2813345,2813159,2813188,.
OX103947.1,3280669,3281669,3281307,3281337,.
OX103947.1,3301403,3302403,3301774,3301805,.
OX103947.1,3729531,3730968,3729582,3729608,.
OX103947.1,4139461,4140461,4139809,4139829,.
OX103947.1,4242470,4243470,4242512,4242542,.
OX103947.1,4279697,4280697,4280109,4280139,.
OX103947.1,4279697,4280697,4280299,4280321,.
OX103947.1,4279697,4280697,4280357,4280373,.
OX103947.1,4579842,4580842,4580375,4580403,.
OX103947.1,4772796,4773796,4773696,4773718,.
OX103947.1,4805955,4806955,4805948,4805972,.
OX103947.1,4874247,4875247,4874631,4874653,.
OX103947.1,4874247,4875247,4874678,4874705,.
OX103947.1,4874247,4875247,4874846,4874875,.
OX103947.1,4933287,4934287,4933833,4933861,.
OX103947.1,4973595,4974595,4974073,4974127,.
OX103947.1,5047584,5048584,5048241,5048274,.
OX103947.1,5397508,5398508,5397583,5397603,.
OX103947.1,6588086,6589086,6588868,6588894,.
OX103947.1,6925864,6926864,6926744,6926765,.
OX103947.1,7172232,7173232,7172679,7172703,.
OX103947.1,7172232,7173232,7172905,7172921,.
OX103947.1,7409385,7410385,7409455,7409483,.
OX103947.1,7409385,7410385,7409853,7409886,.
OX103947.1,7834378,7835428,7835218,7835234,.
OX103947.1,7968622,7969622,7969061,7969079,.
OX103947.1,7988627,7989627,7988817,7988834,.
OX103947.1,8138468,8139550,8138564,8138580,.
OX103947.1,8550352,8551352,8551311,8551331,.
OX103947.1,8655075,8656075,8655057,8655090,.
OX103947.1,8830414,8831941,8831433,8831449,.
OX103947.1,9417542,9418542,9418180,9418210,.
OX103947.1,9687752,9688752,9688217,9688246,.
OX103947.1,9935112,9936112,9935929,9935956,.
OX103947.1,10728457,10729457,10729017,10729043,.
OX103947.1,10728457,10729457,10729049,10729069,.
OX103947.1,11096163,11097163,11096306,11096332,.
OX103947.1,11146715,11147715,11147207,11147240,.
OX103947.1,11487650,11488650,11488469,11488495,.
OX103947.1,11581296,11582296,11581892,11581917,.
OX103947.1,12471138,12472138,12471805,12471833,.
OX103947.1,12471138,12472138,12472054,12472080,.
OX103947.1,12853903,12854960,12853929,12853951,.
OX103947.1,12995271,12997234,12996135,12996165,.
OX103947.1,12995271,12997234,12996182,12996212,.
OX103947.1,13240526,13241526,13241378,13241405,.
OX103947.1,13547414,13548414,13547727,13547753,.
OX103947.1,13772198,13773198,13772799,13772825,.
OX103947.1,13896353,13897353,13896604,13896632,.
OX103947.1,14480747,14481747,14481606,14481628,.
OX103947.1,14588798,14589798,14589555,14589588,.
OX103947.1,14603541,14604541,14604422,14604453,.
OX103947.1,15822530,15823530,15823348,15823375,.
OX103947.1,15916186,15917186,15916637,15916670,.
OX103947.1,15967573,15968573,15968290,15968320,.
OX103947.1,16204266,16205266,16204484,16204506,.
OX103947.1,16509256,16510256,16509409,16509427,.
OX103947.1,17456535,17457535,17456819,17456850,.
OX103947.1,17665459,17666459,17665536,17665562,.
OX103947.1,17698665,17699665,17699397,17699427,.
OX103947.1,17698665,17699665,17699457,17699479,.
OX103947.1,17760564,17761564,17760927,17760961,.
OX103947.1,17979342,17980342,17980178,17980206,.
OX103947.1,18029548,18030548,18029984,18030000,.
OX103947.1,18255791,18256791,18256198,18256231,.
OX103947.1,19391463,19392463,19392172,19392188,.
OX103947.1,19613025,19614371,19613850,19613870,.
OX103947.1,19984981,19985981,19985130,19985162,.
OX103947.1,20475955,20476955,20476858,20476876,.
OX103947.1,21606541,21607541,21607520,21607550,.
OX103947.1,21763291,21764291,21763374,21763394,.
OX103947.1,21814273,21815273,21814373,21814389,.
OX103947.1,21843113,21844113,21843994,21844023,.
OX103947.1,21920935,21921935,21921517,21921551,.
OX103947.1,21965754,21966754,21965919,21965951,.
OX103947.1,22042395,22043395,22042533,22042562,.
OX103947.1,22485657,22486657,22485870,22485901,.
OX103947.1,22485657,22486657,22486067,22486097,.
OX103947.1,22546251,22547251,22546920,22546953,.
OX103947.1,22579587,22580587,22579758,22579774,.
OX103947.1,22592161,22593161,22592213,22592231,.
OX103947.1,22638180,22639180,22638615,22638646,.
OX103947.1,22733727,22734727,22734012,22734032,.
OX103947.1,22737711,22739190,22737876,22737900,.
OX103947.1,22737711,22739190,22738387,22738409,.
OX103947.1,23012766,23013770,23013500,23013528,.
OX103947.1,23860636,23861636,23861367,23861387,.
OX103947.1,23964213,23965213,23964744,23964774,.
OX103947.1,24004796,24005796,24005225,24005252,.
OX103947.1,24037140,24038140,24037401,24037421,.
OX103947.1,24081342,24082342,24081635,24081661,.
OX103947.1,24184117,24185117,24184220,24184242,.
OX103947.1,24247480,24248480,24248321,24248343,.
OX103947.1,24340982,24342217,24341449,24341482,.
OX103947.1,25132950,25133950,25133257,25133286,.
OX103947.1,25167653,25168653,25167664,25167680,.
